age,balance,campaign,pdays,last_contact,poutcome_success
35,1176,2,-1,181,0
38,-165,2,-1,181,0
31,2294,2,-1,181,0
33,609,2,-1,181,0
33,263,3,-1,181,0
27,392,2,-1,181,0
32,644,1,-1,181,0
37,7867,2,-1,181,0
31,4924,2,-1,181,0
37,2205,4,-1,181,0
31,0,9,-1,181,0
34,286,1,-1,181,0
31,-194,2,-1,181,0
34,245,3,-1,181,0
35,49,2,-1,181,0
30,4733,2,-1,181,0
36,0,2,-1,181,0
25,-61,2,-1,181,0
32,159,3,-1,181,0
32,783,3,-1,181,0
31,540,3,-1,181,0
49,1568,6,-1,181,0
34,3119,4,-1,181,0
27,1518,3,-1,181,0
47,4822,5,-1,181,0
32,1169,2,-1,181,0
26,0,10,-1,181,0
35,3137,3,-1,179,0
33,3132,5,-1,179,0
32,98,1,-1,179,0
32,587,1,-1,179,0
33,1138,1,-1,179,0
32,2737,1,-1,179,0
32,1261,1,-1,179,0
33,25,3,-1,179,0
31,206,1,-1,179,0
29,751,2,-1,179,0
36,711,2,-1,179,0
33,237,1,-1,179,0
33,392,1,-1,179,0
40,1516,1,-1,179,0
37,3517,1,-1,179,0
30,278,1,-1,179,0
37,525,1,-1,179,0
31,5889,1,-1,179,0
32,207,1,-1,179,0
32,697,1,-1,179,0
31,0,1,-1,179,0
36,-118,2,-1,179,0
37,1379,3,-1,179,0
32,827,2,-1,179,0
36,520,2,-1,179,0
30,253,2,-1,179,0
33,524,2,-1,179,0
47,-401,1,-1,179,0
32,410,2,-1,179,0
50,247,1,-1,179,0
41,16,1,-1,179,0
29,823,2,-1,179,0
55,-102,1,-1,179,0
34,1156,2,-1,179,0
43,353,1,-1,179,0
29,208,1,-1,179,0
44,759,1,-1,179,0
42,422,2,-1,179,0
37,-332,2,-1,179,0
30,2080,2,-1,179,0
28,2114,1,-1,179,0
30,282,2,-1,179,0
33,745,4,-1,179,0
31,-78,2,-1,179,0
44,-299,1,-1,179,0
32,1940,2,-1,179,0
37,510,6,-1,179,0
35,-413,1,-1,179,0
39,1202,2,-1,179,0
33,321,5,-1,179,0
45,149,3,-1,179,0
31,1358,2,-1,179,0
32,4,2,-1,179,0
34,-369,2,-1,179,0
24,-286,2,-1,179,0
33,3546,2,-1,179,0
31,1340,2,-1,179,0
38,526,2,-1,179,0
53,-1455,2,-1,179,0
35,154,4,-1,179,0
35,0,2,-1,179,0
31,1074,2,-1,179,0
32,1247,3,-1,179,0
42,165,2,-1,179,0
30,9194,2,-1,179,0
37,192,2,-1,179,0
32,9,2,-1,179,0
32,506,6,-1,179,0
38,5779,3,-1,179,0
31,631,4,-1,179,0
44,0,2,-1,179,0
34,358,4,-1,179,0
37,876,4,-1,179,0
49,1878,11,-1,179,0
44,-315,3,-1,179,0
31,92,17,-1,179,0
39,540,2,-1,179,0
31,1495,3,-1,179,0
60,1718,6,-1,176,0
30,2317,5,-1,176,0
41,71,3,-1,176,0
44,-627,2,-1,176,0
56,-216,1,-1,176,0
40,-426,1,-1,176,0
34,-436,1,-1,176,0
30,541,2,-1,176,0
42,-280,1,-1,176,0
44,-1379,1,-1,176,0
43,978,2,-1,176,0
59,-396,1,-1,176,0
46,-454,1,-1,176,0
35,1098,17,-1,176,0
37,155,1,-1,176,0
30,0,1,-1,176,0
35,3888,5,-1,176,0
42,-138,1,-1,176,0
46,1728,2,-1,176,0
36,19,1,-1,176,0
48,145,38,-1,176,0
42,-68,1,-1,176,0
47,-213,1,-1,176,0
29,340,1,-1,176,0
47,191,1,-1,176,0
53,1252,1,-1,176,0
34,2064,2,-1,176,0
28,1107,1,-1,176,0
37,3429,8,-1,176,0
34,635,1,-1,176,0
33,-424,1,-1,176,0
45,18,2,-1,176,0
55,-473,1,-1,176,0
28,930,1,-1,176,0
29,258,1,-1,176,0
39,519,1,-1,176,0
47,192,1,-1,176,0
34,66,1,-1,176,0
26,-330,2,-1,176,0
32,2619,14,-1,176,0
31,-452,5,-1,176,0
27,-446,1,-1,176,0
35,690,3,-1,176,0
30,-95,3,-1,176,0
38,791,2,-1,176,0
32,3,3,-1,176,0
38,504,3,-1,176,0
39,501,1,-1,176,0
34,-566,2,-1,176,0
28,0,3,-1,176,0
42,0,2,-1,176,0
35,437,1,-1,176,0
54,-800,2,-1,176,0
46,494,1,-1,176,0
32,-91,2,-1,176,0
54,-69,2,-1,176,0
57,1024,6,-1,176,0
46,626,2,-1,176,0
35,442,3,-1,176,0
28,339,2,-1,176,0
39,879,2,-1,176,0
44,0,3,-1,176,0
27,953,2,-1,176,0
33,403,2,-1,176,0
30,1265,2,-1,176,0
33,99,11,-1,176,0
31,27,5,-1,176,0
29,1612,2,-1,176,0
45,607,7,-1,176,0
35,1209,3,-1,176,0
54,1464,4,-1,176,0
26,901,2,-1,176,0
52,306,3,-1,176,0
37,445,2,-1,176,0
31,3201,5,-1,176,0
59,0,7,-1,176,0
28,-358,2,-1,176,0
31,0,6,-1,176,0
37,337,5,-1,176,0
36,-870,2,-1,176,0
38,-281,16,-1,175,0
36,3935,6,-1,175,0
39,7137,7,-1,175,0
43,109,3,-1,175,0
49,6758,3,-1,175,0
31,91,2,-1,175,0
30,612,6,-1,175,0
58,-197,4,-1,175,0
43,-124,5,-1,175,0
48,653,1,-1,175,0
28,737,1,-1,175,0
32,-1500,2,-1,175,0
32,-124,1,-1,175,0
28,8,1,-1,175,0
45,473,1,-1,175,0
45,-302,1,-1,175,0
31,557,1,-1,175,0
39,-44,1,-1,175,0
23,836,1,-1,175,0
39,-131,1,-1,175,0
56,408,1,-1,175,0
34,-294,2,-1,175,0
25,-187,4,-1,175,0
36,-69,2,-1,175,0
38,-212,2,-1,175,0
35,-482,1,-1,175,0
59,-48,1,-1,175,0
26,1641,1,-1,175,0
31,-641,2,-1,175,0
34,457,1,-1,175,0
24,1954,1,-1,175,0
23,-627,1,-1,175,0
34,1698,7,-1,175,0
57,33,1,-1,175,0
42,-847,2,-1,175,0
36,68,1,-1,175,0
26,21,1,-1,175,0
27,87,1,-1,175,0
36,474,1,-1,175,0
30,0,1,-1,175,0
34,-76,1,-1,175,0
32,-370,1,-1,175,0
40,290,1,-1,175,0
31,116,1,-1,175,0
31,-214,1,-1,175,0
34,88,2,-1,175,0
43,700,1,-1,175,0
25,776,1,-1,175,0
42,3052,1,-1,175,0
24,2984,1,-1,175,0
49,1304,1,-1,175,0
24,-438,1,-1,175,0
53,-120,1,-1,175,0
52,2001,4,-1,175,0
56,-154,1,-1,175,0
37,-274,2,-1,175,0
37,836,2,-1,175,0
29,-76,2,-1,175,0
29,941,1,-1,175,0
32,223,4,-1,175,0
25,97,1,-1,175,0
29,156,5,-1,175,0
30,445,1,-1,175,0
32,259,2,-1,175,0
34,279,1,-1,175,0
24,84,1,-1,175,0
25,4063,1,-1,175,0
35,-229,2,-1,175,0
49,-203,2,-1,175,0
38,0,2,-1,175,0
24,818,3,-1,175,0
59,844,2,-1,175,0
31,369,8,-1,175,0
41,-274,3,-1,175,0
30,-477,2,-1,175,0
31,175,5,-1,175,0
36,-330,2,-1,175,0
30,-397,3,-1,175,0
34,-1725,2,-1,175,0
28,913,2,-1,175,0
36,9713,3,-1,175,0
32,1410,5,-1,175,0
35,712,4,-1,175,0
26,557,2,-1,175,0
29,844,2,-1,175,0
34,0,2,-1,175,0
20,556,10,-1,175,0
48,627,5,-1,175,0
34,244,13,-1,175,0
34,1412,2,-1,175,0
39,169,2,-1,175,0
47,-245,5,-1,175,0
28,10865,3,-1,175,0
30,-932,3,-1,175,0
31,77,2,-1,175,0
31,1183,6,-1,175,0
35,424,2,-1,175,0
34,100,3,-1,174,0
39,206,3,-1,174,0
52,-732,2,-1,174,0
56,292,9,-1,174,0
39,139,7,-1,174,0
32,350,2,-1,174,0
40,326,1,-1,174,0
37,1123,1,-1,174,0
37,115,3,-1,174,0
49,181,8,-1,174,0
29,1615,1,-1,174,0
52,1964,1,-1,174,0
29,314,2,-1,174,0
36,-59,1,-1,174,0
32,719,6,-1,174,0
38,35,2,-1,174,0
39,1427,1,-1,174,0
39,5222,1,-1,174,0
31,0,2,-1,174,0
33,3002,2,-1,174,0
29,16232,4,-1,174,0
26,265,1,-1,174,0
44,577,3,-1,174,0
30,849,6,-1,174,0
30,280,2,-1,174,0
29,0,7,-1,174,0
59,0,6,-1,174,0
31,55,1,-1,174,0
26,535,1,-1,174,0
37,-254,2,-1,174,0
31,605,1,-1,174,0
33,-403,1,-1,174,0
37,779,1,-1,174,0
24,0,1,-1,174,0
53,45,6,-1,174,0
33,525,1,-1,174,0
32,284,2,-1,174,0
27,54,2,-1,174,0
33,855,5,-1,174,0
54,1865,2,-1,174,0
48,1150,1,-1,174,0
29,4050,1,-1,174,0
40,-279,2,-1,174,0
28,101,4,-1,174,0
29,308,1,-1,174,0
29,80,1,-1,174,0
27,58,1,-1,174,0
45,-320,3,-1,174,0
50,1203,7,-1,174,0
52,310,4,-1,174,0
29,6,2,-1,174,0
31,1686,2,-1,174,0
29,5980,1,-1,174,0
40,-541,4,-1,174,0
24,53,1,-1,174,0
52,8298,18,-1,174,0
27,1577,2,-1,174,0
23,1129,1,-1,174,0
46,57,1,-1,174,0
40,-240,3,-1,174,0
30,-171,2,-1,174,0
41,2835,1,-1,174,0
33,529,3,-1,174,0
57,1502,2,-1,174,0
29,344,2,-1,174,0
36,302,6,-1,174,0
42,479,2,-1,174,0
26,407,2,-1,174,0
53,490,2,-1,174,0
32,-233,2,-1,174,0
24,327,2,-1,174,0
43,373,1,-1,174,0
40,-312,1,-1,174,0
29,445,2,-1,174,0
48,99,1,-1,174,0
47,-480,1,-1,174,0
48,134,2,-1,174,0
28,1417,1,-1,174,0
33,-258,2,-1,174,0
34,504,2,-1,174,0
35,137,3,-1,174,0
57,100,16,-1,174,0
34,-304,2,-1,174,0
29,415,4,-1,174,0
58,255,3,-1,174,0
55,81,1,-1,174,0
29,201,2,-1,174,0
45,692,2,-1,174,0
37,223,1,-1,174,0
32,92,1,-1,174,0
39,-971,2,-1,174,0
51,-461,2,-1,174,0
27,3104,2,-1,174,0
51,593,2,-1,174,0
54,337,2,-1,174,0
42,0,2,-1,174,0
45,5336,2,-1,174,0
36,947,2,-1,174,0
40,2,3,-1,174,0
45,935,7,-1,174,0
28,22171,3,-1,174,0
32,-33,3,-1,174,0
57,-140,2,-1,174,0
25,1025,2,-1,174,0
28,-717,3,-1,174,0
40,-378,2,-1,174,0
45,25,4,-1,174,0
25,758,3,-1,174,0
31,335,5,-1,174,0
39,300,2,-1,174,0
46,571,1,-1,173,0
41,1020,1,-1,173,0
59,4243,1,-1,173,0
48,48,1,-1,173,0
36,0,1,-1,173,0
37,-4,1,-1,173,0
40,327,1,-1,173,0
52,1308,1,-1,173,0
38,44,1,-1,173,0
36,1423,1,-1,173,0
34,1242,3,-1,173,0
51,2237,1,-1,173,0
58,32948,2,-1,173,0
35,765,8,-1,173,0
45,1403,1,-1,173,0
50,6174,1,-1,173,0
45,0,1,-1,173,0
56,1504,2,-1,173,0
36,722,7,-1,173,0
56,551,1,-1,173,0
29,209,6,-1,173,0
35,0,6,-1,173,0
33,538,2,-1,173,0
29,1474,3,-1,173,0
36,1286,1,-1,173,0
34,285,4,-1,173,0
46,1307,1,-1,173,0
44,6491,1,-1,173,0
51,2402,1,-1,173,0
52,1052,1,-1,173,0
41,689,1,-1,173,0
47,351,1,-1,173,0
39,1270,4,-1,173,0
30,699,1,-1,173,0
51,0,5,-1,173,0
41,816,1,-1,173,0
47,7985,1,-1,173,0
41,961,1,-1,173,0
31,8,5,-1,173,0
54,2452,3,-1,173,0
35,295,2,-1,173,0
35,628,2,-1,173,0
50,28,2,-1,173,0
44,27,1,-1,173,0
37,672,2,-1,173,0
33,-416,2,-1,173,0
53,1202,2,-1,173,0
33,455,10,-1,173,0
45,-261,1,-1,173,0
41,2015,10,-1,173,0
42,8794,3,-1,173,0
41,239,2,-1,173,0
40,223,1,-1,173,0
33,254,13,-1,173,0
43,3350,1,-1,173,0
42,1123,3,-1,173,0
37,21,2,-1,173,0
51,1491,3,-1,173,0
45,594,2,-1,173,0
38,381,2,-1,173,0
31,222,4,-1,173,0
41,-252,5,-1,173,0
43,747,2,-1,173,0
41,9767,2,-1,173,0
38,92,3,-1,173,0
33,1844,3,-1,173,0
39,94,1,-1,173,0
43,-3372,2,-1,173,0
40,100,2,-1,173,0
37,99,2,-1,173,0
46,-169,3,-1,173,0
31,479,12,-1,173,0
36,0,6,-1,173,0
34,-276,3,-1,173,0
54,107,3,-1,173,0
37,0,4,-1,173,0
47,0,2,-1,173,0
56,705,2,-1,173,0
38,4692,2,-1,173,0
43,-235,2,-1,173,0
48,2201,2,-1,173,0
32,406,24,-1,173,0
40,1576,3,-1,173,0
58,4299,3,-1,173,0
30,486,3,-1,173,0
47,795,3,-1,173,0
38,6836,4,-1,173,0
51,3087,4,-1,173,0
58,1298,4,-1,173,0
26,1600,3,-1,172,0
46,476,4,-1,172,0
33,331,3,-1,172,0
46,1757,3,-1,172,0
50,11804,1,-1,172,0
38,563,1,-1,172,0
26,-599,3,-1,172,0
33,-338,9,-1,172,0
42,2440,2,-1,172,0
56,1877,1,-1,172,0
30,-430,5,-1,172,0
38,226,3,-1,172,0
35,-65,3,-1,172,0
55,828,1,-1,172,0
29,396,2,-1,172,0
37,569,1,-1,172,0
35,-54,2,-1,172,0
36,-260,2,-1,172,0
38,661,1,-1,172,0
49,-209,1,-1,172,0
41,2397,2,-1,172,0
34,362,3,-1,172,0
54,154,12,-1,172,0
38,19,2,-1,172,0
50,1290,14,-1,172,0
55,5,2,-1,172,0
59,4414,1,-1,172,0
51,4924,1,-1,172,0
26,2,4,-1,172,0
34,650,2,-1,172,0
53,3911,2,-1,172,0
51,0,1,-1,172,0
41,4539,3,-1,172,0
44,2403,1,-1,172,0
60,4120,2,-1,172,0
24,278,1,-1,172,0
35,535,3,-1,172,0
51,3122,2,-1,172,0
44,561,2,-1,172,0
57,0,2,-1,172,0
49,1216,2,-1,172,0
42,188,5,-1,172,0
29,590,2,-1,172,0
35,698,3,-1,172,0
39,564,2,-1,172,0
40,2002,1,-1,172,0
35,2960,2,-1,172,0
42,435,1,-1,172,0
42,4791,2,-1,172,0
35,0,1,-1,172,0
28,0,4,-1,172,0
43,19,2,-1,172,0
56,-45,6,-1,172,0
37,-403,6,-1,172,0
51,752,2,-1,172,0
41,2666,2,-1,172,0
43,0,9,-1,172,0
26,174,2,-1,172,0
44,314,2,-1,172,0
40,0,3,-1,172,0
46,2904,2,-1,172,0
38,602,12,-1,172,0
35,674,2,-1,172,0
58,320,2,-1,172,0
27,2061,3,-1,172,0
36,0,4,-1,172,0
37,157,8,-1,172,0
23,5145,3,-1,172,0
43,192,2,-1,172,0
51,1069,2,-1,172,0
39,-189,9,-1,172,0
55,139,25,-1,172,0
45,410,4,-1,172,0
42,1307,3,-1,172,0
35,3587,4,-1,172,0
53,62,5,-1,172,0
52,137,3,-1,172,0
39,568,3,-1,172,0
37,2544,3,-1,172,0
27,416,2,-1,172,0
37,34,2,-1,169,0
47,1095,2,-1,169,0
39,177,4,-1,169,0
50,571,4,-1,169,0
36,596,2,-1,169,0
39,2193,3,-1,169,0
48,771,1,-1,169,0
49,-757,1,-1,169,0
39,756,1,-1,169,0
52,0,1,-1,169,0
40,540,1,-1,169,0
32,14,1,-1,169,0
39,2763,2,-1,169,0
32,249,1,-1,169,0
41,143,2,-1,169,0
32,3044,1,-1,169,0
38,4,1,-1,169,0
39,2854,1,-1,169,0
36,1244,1,-1,169,0
51,1415,3,-1,169,0
57,-1480,5,-1,169,0
31,8,1,-1,169,0
42,3472,2,-1,169,0
33,847,1,-1,169,0
35,1825,1,-1,169,0
51,6,4,-1,169,0
31,7505,1,-1,169,0
31,1475,1,-1,169,0
34,0,1,-1,169,0
37,489,1,-1,169,0
60,-79,1,-1,169,0
42,-21,1,-1,169,0
27,1,3,-1,169,0
36,117,4,-1,169,0
40,1734,1,-1,169,0
25,229,2,-1,169,0
37,580,2,-1,169,0
36,-435,8,-1,169,0
35,1632,2,-1,169,0
34,264,2,-1,169,0
36,0,3,-1,169,0
35,-37,2,-1,169,0
39,2040,2,-1,169,0
38,2990,2,-1,169,0
47,60,7,-1,169,0
45,6,6,-1,169,0
41,1680,2,-1,169,0
48,2247,9,-1,169,0
29,301,5,-1,169,0
32,35,1,-1,169,0
48,1849,3,-1,169,0
46,-205,1,-1,169,0
36,63,8,-1,169,0
35,53,4,-1,169,0
42,-887,4,-1,169,0
30,194,1,-1,169,0
31,4040,2,-1,169,0
42,-480,6,-1,169,0
27,1,8,-1,169,0
38,1495,3,-1,169,0
33,2364,2,-1,169,0
51,0,7,-1,169,0
40,2418,16,-1,169,0
43,498,5,-1,169,0
43,7343,4,-1,169,0
55,1108,4,-1,169,0
37,-1050,2,-1,169,0
31,2398,13,-1,169,0
37,954,9,-1,169,0
23,27,2,-1,169,0
43,4309,15,-1,169,0
39,13,4,-1,169,0
31,674,3,-1,168,0
54,2423,4,-1,168,0
51,1186,3,-1,168,0
39,277,8,-1,168,0
38,648,1,-1,168,0
49,-1193,1,-1,168,0
31,-292,1,-1,168,0
52,196,1,-1,168,0
35,914,1,-1,168,0
32,-790,1,-1,168,0
46,231,1,-1,168,0
33,34,1,-1,168,0
38,-562,1,-1,168,0
29,2893,1,-1,168,0
25,2096,2,-1,168,0
51,1355,1,-1,168,0
29,1761,1,-1,168,0
41,948,1,-1,168,0
39,0,1,-1,168,0
49,2068,1,-1,168,0
34,220,13,-1,168,0
46,596,13,-1,168,0
37,1449,1,-1,168,0
43,3862,1,-1,168,0
28,1734,3,-1,168,0
58,943,3,-1,168,0
30,-366,1,-1,168,0
35,4788,1,-1,168,0
32,-107,2,-1,168,0
33,6531,3,-1,168,0
31,-263,1,-1,168,0
37,341,2,-1,168,0
24,66,1,-1,168,0
30,167,2,-1,168,0
47,17964,2,-1,168,0
30,-63,1,-1,168,0
48,3778,6,-1,168,0
35,56,1,-1,168,0
43,27733,7,-1,168,0
25,168,1,-1,168,0
44,-1621,5,-1,168,0
44,8938,18,-1,168,0
31,-24,6,-1,168,0
41,146,1,-1,168,0
49,0,3,-1,168,0
45,21,2,-1,168,0
26,-224,1,-1,168,0
43,705,4,-1,168,0
30,-18,2,-1,168,0
28,0,4,-1,168,0
45,194,2,-1,168,0
28,302,9,-1,168,0
42,1017,18,-1,168,0
39,548,2,-1,168,0
28,1582,2,-1,168,0
44,2958,2,-1,168,0
37,1345,2,-1,168,0
57,316,8,-1,168,0
23,4084,7,-1,168,0
29,2083,2,-1,168,0
41,256,6,-1,168,0
44,-574,2,-1,168,0
57,1430,5,-1,168,0
53,43,6,-1,168,0
27,3,6,-1,168,0
34,654,14,-1,168,0
42,-409,3,-1,168,0
28,1958,1,-1,168,0
46,-335,1,-1,168,0
23,8627,1,-1,168,0
31,437,14,-1,167,0
41,400,6,-1,167,0
34,258,2,-1,167,0
41,454,2,-1,167,0
41,-22,2,-1,167,0
27,1065,1,-1,167,0
28,0,1,-1,167,0
29,-565,1,-1,167,0
28,-625,1,-1,167,0
28,4013,1,-1,167,0
29,708,1,-1,167,0
36,3611,3,-1,167,0
24,0,1,-1,167,0
27,-132,1,-1,167,0
29,353,1,-1,167,0
28,2385,2,-1,167,0
26,467,2,-1,167,0
32,3756,3,-1,167,0
27,-335,1,-1,167,0
29,32,1,-1,167,0
31,-341,3,-1,167,0
26,178,2,-1,167,0
27,-247,2,-1,167,0
57,-226,1,-1,167,0
45,0,6,-1,167,0
58,5278,4,-1,167,0
29,-303,3,-1,167,0
26,-82,2,-1,167,0
39,518,2,-1,167,0
29,201,3,-1,167,0
27,419,2,-1,167,0
28,655,2,-1,167,0
28,-380,4,-1,167,0
31,454,1,-1,167,0
33,934,2,-1,167,0
29,200,2,-1,167,0
39,1577,15,-1,167,0
30,705,1,-1,167,0
56,882,1,-1,166,0
53,1903,1,-1,166,0
38,0,1,-1,166,0
38,1574,1,-1,166,0
49,9824,1,-1,166,0
36,0,1,-1,166,0
44,1910,1,-1,166,0
51,1649,1,-1,166,0
58,590,1,-1,166,0
39,0,1,-1,166,0
42,4209,6,-1,166,0
48,0,1,-1,166,0
23,2673,2,-1,166,0
40,6536,1,-1,166,0
44,533,1,-1,166,0
60,8590,1,-1,166,0
58,219,1,-1,166,0
51,0,1,-1,166,0
42,1007,1,-1,166,0
37,144,2,-1,166,0
57,60,1,-1,166,0
37,240,1,-1,166,0
46,743,2,-1,166,0
59,3587,2,-1,166,0
60,13360,1,-1,166,0
37,14,1,-1,166,0
28,25,2,-1,166,0
44,67,1,-1,166,0
45,6397,2,-1,166,0
42,2758,3,-1,166,0
50,3304,2,-1,166,0
49,787,1,-1,166,0
45,1227,3,-1,166,0
53,3107,1,-1,166,0
36,1201,1,-1,166,0
48,476,3,-1,166,0
48,0,1,-1,166,0
37,255,2,-1,166,0
51,0,2,-1,166,0
36,130,2,-1,166,0
58,0,2,-1,166,0
37,637,1,-1,166,0
39,117,2,-1,166,0
48,275,1,-1,166,0
59,500,1,-1,166,0
50,1659,2,-1,166,0
55,533,2,-1,166,0
40,269,1,-1,166,0
40,1779,7,-1,166,0
53,652,1,-1,166,0
52,91,4,-1,166,0
44,358,1,-1,166,0
58,150,4,-1,166,0
38,884,2,-1,166,0
40,429,2,-1,166,0
33,113,11,-1,166,0
55,457,3,-1,166,0
42,698,2,-1,166,0
39,1595,2,-1,166,0
53,12,2,-1,166,0
37,281,2,-1,166,0
58,419,3,-1,166,0
52,1623,17,-1,166,0
51,518,3,-1,166,0
57,3594,2,-1,166,0
46,2296,2,-1,166,0
46,1790,5,-1,166,0
44,363,2,-1,166,0
34,125,31,-1,166,0
39,1646,2,-1,166,0
51,1699,2,-1,166,0
52,-133,2,-1,166,0
42,-355,6,-1,166,0
42,21861,2,-1,166,0
38,3,2,-1,166,0
35,1015,2,-1,166,0
58,-247,1,-1,165,0
41,-140,1,-1,165,0
39,1047,1,-1,165,0
30,1,9,-1,165,0
33,3704,2,-1,165,0
36,992,1,-1,165,0
40,383,5,-1,165,0
38,8251,3,-1,165,0
40,-282,3,-1,165,0
58,797,2,-1,165,0
47,1060,3,-1,165,0
51,5403,1,-1,165,0
35,3595,1,-1,165,0
53,66,2,-1,165,0
38,619,4,-1,165,0
40,334,5,-1,165,0
49,53,3,-1,165,0
48,328,1,-1,165,0
51,8313,1,-1,165,0
37,319,3,-1,165,0
25,0,2,-1,165,0
30,1636,2,-1,165,0
53,480,2,-1,165,0
36,561,2,-1,165,0
49,2754,2,-1,165,0
45,510,2,-1,165,0
40,343,2,-1,165,0
46,1190,2,-1,165,0
39,-571,2,-1,165,0
37,1698,2,-1,165,0
52,3303,1,-1,165,0
37,1549,2,-1,165,0
59,40,1,-1,165,0
54,378,2,-1,165,0
41,251,3,-1,165,0
40,2199,3,-1,165,0
53,7067,3,-1,165,0
48,2662,2,-1,165,0
37,231,1,-1,165,0
39,158,2,-1,165,0
25,2704,3,-1,165,0
44,391,4,-1,165,0
33,806,3,-1,165,0
49,4509,2,-1,165,0
36,0,4,-1,165,0
41,340,3,-1,165,0
40,1953,5,-1,165,0
60,295,4,-1,165,0
54,3952,6,-1,165,0
40,3234,1,-1,165,0
51,126,1,-1,165,0
32,-1272,5,-1,165,0
59,0,1,-1,165,0
35,193,1,-1,165,0
36,3503,1,-1,165,0
35,3798,1,-1,165,0
50,0,7,-1,165,0
54,0,1,-1,165,0
57,93,2,-1,162,0
51,610,2,-1,162,0
42,0,1,-1,162,0
58,2348,1,-1,162,0
44,1497,1,-1,162,0
46,39,2,-1,162,0
34,5011,2,-1,162,0
45,261,1,-1,162,0
51,-467,5,-1,162,0
39,1530,1,-1,162,0
56,917,1,-1,162,0
52,3899,1,-1,162,0
36,300,1,-1,162,0
38,994,1,-1,162,0
53,443,1,-1,162,0
58,630,2,-1,162,0
57,0,2,-1,162,0
57,0,1,-1,162,0
56,547,1,-1,162,0
57,179,3,-1,162,0
42,13242,1,-1,162,0
38,2569,1,-1,162,0
31,499,2,-1,162,0
47,4568,1,-1,162,0
56,819,1,-1,162,0
39,235,1,-1,162,0
59,1173,2,-1,162,0
58,422,1,-1,162,0
36,2054,1,-1,162,0
37,1021,1,-1,162,0
60,4895,1,-1,162,0
46,75,1,-1,162,0
56,450,1,-1,162,0
37,1134,3,-1,162,0
42,314,2,-1,162,0
35,1035,2,-1,162,0
47,533,1,-1,162,0
58,835,1,-1,162,0
36,284,1,-1,162,0
57,0,1,-1,162,0
39,267,5,-1,162,0
37,1093,1,-1,162,0
40,88,2,-1,162,0
42,1030,3,-1,162,0
45,276,2,-1,162,0
48,5,6,-1,162,0
41,510,2,-1,162,0
36,3819,2,-1,162,0
47,835,2,-1,162,0
37,375,2,-1,162,0
52,2,3,-1,162,0
38,1805,2,-1,162,0
45,546,4,-1,162,0
40,2932,17,-1,162,0
49,321,3,-1,162,0
37,3467,2,-1,162,0
37,651,2,-1,162,0
56,7496,3,-1,162,0
57,831,3,-1,162,0
35,859,3,-1,162,0
35,3015,2,-1,162,0
40,90,5,-1,162,0
38,157,5,-1,162,0
38,1076,6,-1,162,0
41,36,4,-1,162,0
59,0,2,-1,160,0
35,406,12,-1,160,0
28,267,5,-1,160,0
38,4056,2,-1,160,0
47,450,5,-1,160,0
42,5345,3,-1,160,0
37,1393,3,-1,160,0
45,13117,2,-1,160,0
54,1379,1,-1,160,0
39,-190,8,-1,160,0
40,1967,1,-1,160,0
46,2295,1,-1,160,0
44,192,2,-1,160,0
57,625,1,-1,160,0
51,1435,1,-1,160,0
52,293,1,-1,160,0
39,7653,2,-1,160,0
49,725,2,-1,160,0
37,883,1,-1,160,0
37,532,1,-1,160,0
37,463,1,-1,160,0
42,1202,1,-1,160,0
39,2,1,-1,160,0
40,6,1,-1,160,0
56,558,1,-1,160,0
52,3283,1,-1,160,0
56,1210,1,-1,160,0
47,303,1,-1,160,0
45,544,1,-1,160,0
45,750,9,-1,160,0
41,637,4,-1,160,0
54,1326,2,-1,160,0
36,9019,3,-1,160,0
36,2153,2,-1,160,0
39,-160,4,-1,160,0
36,336,7,-1,160,0
42,2821,2,-1,160,0
44,825,2,-1,160,0
49,133,6,-1,160,0
39,23,3,-1,160,0
46,285,2,-1,160,0
40,1325,2,-1,160,0
45,116,3,-1,160,0
51,15,2,-1,160,0
41,1755,10,-1,160,0
40,1248,2,-1,160,0
48,3304,3,-1,160,0
36,272,2,-1,160,0
51,2995,2,-1,160,0
40,181,6,-1,159,0
56,225,12,-1,159,0
34,352,3,-1,159,0
37,1706,3,-1,159,0
31,1094,8,-1,159,0
53,1841,5,-1,159,0
45,3370,3,-1,159,0
39,4800,3,-1,159,0
46,6913,2,-1,159,0
39,257,1,-1,159,0
46,642,4,-1,159,0
55,215,1,-1,159,0
38,0,2,-1,159,0
49,1709,1,-1,159,0
41,4283,1,-1,159,0
56,1290,1,-1,159,0
53,292,2,-1,159,0
46,53,3,-1,159,0
39,120,1,-1,159,0
49,1784,1,-1,159,0
45,29,1,-1,159,0
48,74,1,-1,159,0
50,5164,5,-1,159,0
51,2499,5,-1,159,0
43,2478,1,-1,159,0
57,657,1,-1,159,0
39,1367,1,-1,159,0
40,3944,6,-1,159,0
60,1625,1,-1,159,0
52,261,2,-1,159,0
38,556,1,-1,159,0
55,57,12,-1,159,0
47,137,1,-1,159,0
55,214,1,-1,159,0
41,1887,2,-1,159,0
40,1291,1,-1,159,0
43,664,1,-1,159,0
52,1317,1,-1,159,0
43,1476,2,-1,159,0
35,128,1,-1,159,0
43,999,1,-1,159,0
35,2999,6,-1,159,0
40,84,7,-1,159,0
58,1761,4,-1,159,0
55,1433,3,-1,159,0
52,310,4,-1,159,0
46,2223,3,-1,159,0
43,5658,3,-1,159,0
